"state","county","dropout","hs_diploma","some_college","four_year_degree","dropout_percent","hs_diploma_percent","some_college_percent","four_year_degree_percent","region","region_num","resident_count","avg_annual_pay","metro","avg_home_value"
"AK","Fairbanks North Star Borough","3,381","13,785","24,520","20,152",5.5,22.3,39.7,32.6,"West","4",2275,53107.01,"Fairbanks",244178.083333333
"AK","Haines Borough","57","561","553","701",3,30,29.5,37.4,"West","4",157,41662.01,"",217823.166666667
"AK","Kenai Peninsula Borough","2,902","12,989","15,008","9,378",7.2,32.2,37.3,23.3,"West","4",2019,49288.01,"",218094.916666667
"AK","Ketchikan Gateway Borough","701","2,865","3,671","2,343",7.3,29.9,38.3,24.5,"West","4",586,47435.01,"Ketchikan",289130.5
"AK","Kodiak Island Borough","889","2,747","2,863","2,285",10.1,31.3,32.6,26,"West","4",494,46128.01,"",293279.416666667
"AL","Autauga County","4,204","12,119","10,552","10,291",11.3,32.6,28.4,27.7,"South","2",871,38407.01,"Montgomery",156874.5
"AL","Baldwin County","14,310","40,579","46,025","46,075",9.7,27.6,31.3,31.3,"South","2",6305,36797.01,"Daphne-Fairhope-Foley",194301.583333333
"AL","Barbour County","4,901","6,486","4,566","2,220",27,35.7,25.1,12.2,"South","2",555,38208.01,"Eufaula",78676.8333333333
"AL","Bibb County","2,650","7,471","3,846","1,813",16.8,47.3,24.4,11.5,"South","2",374,40089.01,"Birmingham-Hoover",117018.166666667
"AL","Blount County","7,861","13,489","13,267","5,010",19.8,34,33.5,12.6,"South","2",780,35611.01,"Birmingham-Hoover",135182.333333333
"AL","Bullock County","1,760","2,817","1,582","945",24.8,39.7,22.3,13.3,"South","2",163,35053.01,"",62145.4166666667
"AL","Butler County","2,141","6,091","3,421","2,235",15.4,43.9,24.6,16.1,"South","2",481,34840.01,"",70775.1666666667
"AL","Calhoun County","12,620","25,653","26,643","14,219",15.9,32.4,33.7,18,"South","2",2546,39672.01,"Anniston-Oxford-Jacksonville",94925.5833333333
"AL","Chambers County","4,383","9,060","7,003","3,118",18.6,38.4,29.7,13.2,"South","2",603,38042.01,"Valley",64146.25
"AL","Cherokee County","3,692","7,157","5,417","2,407",19.8,38.3,29,12.9,"South","2",417,34454.01,"",116392.416666667
"AL","Chilton County","5,302","13,125","7,147","4,219",17.8,44.1,24,14.2,"South","2",802,37804.01,"Birmingham-Hoover",117155.25
"AL","Clarke County","3,175","7,372","4,205","2,118",18.8,43.7,24.9,12.6,"South","2",653,40257.01,"",96785.8333333333
"AL","Clay County","2,275","3,366","2,700","944",24.5,36.3,29.1,10.2,"South","2",216,34271.01,"",85932.5833333333
"AL","Cleburne County","2,364","4,135","2,518","1,428",22.6,39.6,24.1,13.7,"South","2",222,44167.01,"",109183.416666667
"AL","Coffee County","4,833","9,723","12,181","8,175",13.8,27.9,34.9,23.4,"South","2",1075,34655.01,"Enterprise",119923.166666667
"AL","Colbert County","6,016","13,927","11,459","7,236",15.6,36,29.7,18.7,"South","2",1308,44410.01,"Florence-Muscle Shoals",104606.75
"AL","Conecuh County","1,703","4,315","1,881","949",19.2,48.8,21.3,10.7,"South","2",256,35846.01,"",75558.4166666667
"AL","Coosa County","1,675","3,178","2,424","953",20.4,38.6,29.5,11.6,"South","2",121,36999.01,"Talladega-Sylacauga",102229.583333333
"AL","Covington County","4,530","9,368","8,588","3,952",17.1,35.4,32.5,14.9,"South","2",894,36363.01,"",90059.8333333333
"AL","Crenshaw County","2,091","3,753","2,326","1,505",21.6,38.8,24,15.6,"South","2",258,36774.01,"",70006.5
"AL","Cullman County","10,405","20,382","18,559","7,866",18.2,35.6,32.4,13.7,"South","2",1847,38612.01,"Cullman",125348.333333333
"AL","Dale County","4,732","10,924","12,036","5,690",14.2,32.7,36.1,17,"South","2",868,53763.01,"Ozark",89902.1666666667
"AL","Dallas County","5,135","9,368","8,076","4,021",19.3,35.2,30.4,15.1,"South","2",847,37704.01,"Selma",54684.8333333333
"AL","Elmore County","7,594","18,304","16,197","13,664",13.6,32.8,29,24.5,"South","2",1391,35236.01,"Montgomery",160870.5
"AL","Escambia County","4,792","11,546","6,340","3,287",18.5,44.5,24.4,12.7,"South","2",847,39550.01,"Atmore",86140.5
"AL","Etowah County","11,147","23,665","24,416","12,767",15.5,32.9,33.9,17.7,"South","2",2091,36602.01,"Gadsden",93219.9166666667
"AL","Fayette County","2,060","4,868","3,273","1,516",17.6,41.5,27.9,12.9,"South","2",348,33264.01,"",69403.3333333333
"AL","Franklin County","4,835","7,666","5,632","2,679",23.2,36.8,27.1,12.9,"South","2",588,36588.01,"",78583.4166666667
"AL","Geneva County","3,891","6,924","5,720","2,063",20.9,37.2,30.8,11.1,"South","2",497,33095.01,"Dothan",85326.6666666667
"AL","Greene County","1,406","2,149","1,689","589",24.1,36.8,29,10.1,"South","2",164,34533.01,"",78717.1666666667
"AL","Hale County","1,647","4,292","2,711","1,421",16.4,42.6,26.9,14.1,"South","2",284,37135.01,"Tuscaloosa",95745.6666666667
"AL","Henry County","2,412","4,081","3,487","2,187",19.8,33.5,28.7,18,"South","2",341,41960.01,"Dothan",98777.6666666667
"AL","Houston County","10,261","22,680","23,681","15,076",14.3,31.6,33,21,"South","2",2969,42724.01,"Dothan",120137
"AL","Jackson County","6,526","15,181","10,238","5,280",17.5,40.8,27.5,14.2,"South","2",991,36177.01,"Scottsboro",105918.416666667
"AL","Jefferson County","46,025","120,037","137,208","145,462",10.3,26.8,30.6,32.4,"South","2",18903,56249.01,"Birmingham-Hoover",130107.75
"AL","Lamar County","1,741","3,950","2,967","1,235",17.6,39.9,30,12.5,"South","2",285,40053.01,"",66360.4166666667
"AL","Lauderdale County","7,979","22,812","17,453","15,185",12.6,36,27.5,23.9,"South","2",2111,35023.01,"Florence-Muscle Shoals",126862.75
"AL","Lawrence County","4,919","9,710","6,028","2,738",21,41.5,25.8,11.7,"South","2",459,34975.01,"Decatur",109546.083333333
"AL","Lee County","9,049","22,855","30,707","32,377",9.5,24.1,32.3,34.1,"South","2",3204,39428.01,"Auburn-Opelika",185315.75
"AL","Limestone County","10,123","19,463","18,341","16,367",15.7,30.3,28.5,25.5,"South","2",1457,49745.01,"Huntsville",161877.583333333
"AL","Lowndes County","1,588","2,722","1,750","996",22.5,38.6,24.8,14.1,"South","2",172,45307.01,"Montgomery",75579.75
"AL","Macon County","2,215","3,658","3,752","2,510",18.3,30.1,30.9,20.7,"South","2",235,42626.01,"",50701.6666666667
"AL","Madison County","21,617","50,768","69,750","101,650",8.9,20.8,28.6,41.7,"South","2",9747,59421.01,"Huntsville",178838.333333333
"AL","Marengo County","2,192","5,378","3,869","2,084",16.2,39.8,28.6,15.4,"South","2",525,40319.01,"",85567.6666666667
"AL","Marion County","4,343","7,435","6,770","2,806",20.3,34.8,31.7,13.1,"South","2",628,35918.01,"",79796.1666666667
"AL","Marshall County","12,151","19,818","19,442","12,233",19.1,31.1,30.5,19.2,"South","2",2100,36476.01,"Albertville",115063.833333333
"AL","Mobile County","38,247","92,986","82,763","63,703",13.8,33.5,29.8,22.9,"South","2",10237,47541.01,"Mobile",118903.25
"AL","Monroe County","2,409","6,805","3,464","2,078",16.3,46.1,23.5,14.1,"South","2",445,43025.01,"",62575.1666666667
"AL","Montgomery County","21,646","38,289","41,976","48,131",14.4,25.5,28,32.1,"South","2",6406,45945.01,"Montgomery",94194
"AL","Morgan County","13,706","24,350","26,356","17,849",16.7,29.6,32,21.7,"South","2",2776,45245.01,"Decatur",124918.25
"AL","Pickens County","2,829","5,352","4,425","1,959",19.4,36.7,30.4,13.5,"South","2",339,38676.01,"Tuscaloosa",82595.25
"AL","Pike County","3,660","6,405","4,657","4,536",19,33.3,24.2,23.6,"South","2",715,39826.01,"Troy",116983.166666667
"AL","Randolph County","3,340","5,719","4,329","2,350",21.2,36.3,27.5,14.9,"South","2",399,33590.01,"",94817
"AL","Russell County","6,495","12,583","13,434","6,438",16.7,32.3,34.5,16.5,"South","2",918,37727.01,"Columbus",95319.3333333333
"AL","Shelby County","11,258","29,106","42,634","60,424",7.8,20.3,29.7,42.1,"South","2",5857,54059.01,"Birmingham-Hoover",198670.916666667
"AL","Sumter County","1,238","2,969","1,936","1,715",15.8,37.8,24.6,21.8,"South","2",240,39177.01,"",44940.8333333333
"AL","Talladega County","10,671","19,607","17,827","8,017",19,34.9,31.8,14.3,"South","2",1393,45955.01,"Talladega-Sylacauga",97289.1666666667
"AL","Tallapoosa County","5,581","9,402","8,355","5,244",19.5,32.9,29.2,18.3,"South","2",847,34385.01,"Alexander City",126398.25
"AL","Tuscaloosa County","14,748","38,097","36,040","38,669",11.6,29.9,28.3,30.3,"South","2",4596,45702.01,"Tuscaloosa",165371.833333333
"AL","Walker County","8,606","16,685","14,479","5,204",19.1,37.1,32.2,11.6,"South","2",1393,38579.01,"Birmingham-Hoover",88302.6666666667
"AL","Washington County","2,243","4,954","2,996","1,276",19.6,43.2,26.1,11.1,"South","2",263,62929.01,"",103526.083333333
"AL","Wilcox County","1,662","2,903","1,738","901",23.1,40.3,24.1,12.5,"South","2",242,44331.01,"",87214.1666666667
"AL","Winston County","3,755","6,420","4,683","2,326",21.9,37.4,27.3,13.5,"South","2",492,37007.01,"",104132.833333333
"AR","Arkansas County","2,121","4,774","3,646","1,937",17,38.3,29.2,15.5,"South","2",801,40825.01,"",75385.4166666667
"AR","Ashley County","2,465","5,563","4,066","1,838",17.7,39.9,29.2,13.2,"South","2",569,43632.01,"",53654.6666666667
"AR","Baxter County","3,747","11,090","11,007","5,802",11.8,35,34.8,18.3,"South","2",1242,35327.01,"Mountain Home",129211.25
"AR","Benton County","20,120","49,182","44,756","54,780",11.9,29.1,26.5,32.4,"South","2",6596,59270.01,"Fayetteville-Springdale-Rogers",191731.916666667
"AR","Boone County","3,375","8,779","9,652","4,145",13,33.8,37.2,16,"South","2",977,39004.01,"Harrison",117549.666666667
"AR","Bradley County","1,352","3,120","1,880","1,142",18,41.6,25.1,15.2,"South","2",368,34868.01,"",59956.6666666667
"AR","Calhoun County","649","1,636","1,013","452",17.3,43.6,27,12.1,"South","2",105,55085.01,"Camden",49693.75
"AR","Carroll County","2,788","6,788","6,055","4,015",14.2,34.6,30.8,20.4,"South","2",816,30366.01,"",138665.25
"AR","Chicot County","1,451","2,954","2,012","1,110",19.3,39.2,26.7,14.7,"South","2",503,32617.01,"",44472.75
"AR","Clark County","1,422","4,021","4,090","3,642",10.8,30.5,31,27.6,"South","2",664,34855.01,"Arkadelphia",81558.5
"AR","Clay County","2,047","4,363","2,944","1,228",19.3,41.2,27.8,11.6,"South","2",384,30166.01,"",49827.0833333333
"AR","Cleburne County","2,865","7,630","5,464","2,796",15.3,40.7,29.1,14.9,"South","2",656,33094.01,"",143421.75
"AR","Cleveland County","649","2,689","1,438","920",11.4,47.2,25.2,16.2,"South","2",133,31848.01,"Pine Bluff",83111.75
"AR","Columbia County","2,210","5,880","3,602","3,028",15,39.9,24.5,20.6,"South","2",701,40301.01,"Magnolia",80135.25
"AR","Conway County","2,059","6,333","3,871","2,329",14.1,43.4,26.5,16,"South","2",537,39141.01,"",88616.9166666667
"AR","Craighead County","7,370","23,120","19,413","17,809",10.9,34.1,28.7,26.3,"South","2",2853,39486.01,"Jonesboro",133395.666666667
"AR","Crawford County","6,227","15,708","13,588","6,432",14.8,37.4,32.4,15.3,"South","2",1254,36015.01,"Fort Smith",113355.916666667
"AR","Crittenden County","5,461","10,890","9,132","5,607",17.6,35,29.4,18,"South","2",1208,37210.01,"Memphis",94778
"AR","Cross County","1,974","4,768","2,964","1,771",17.2,41.5,25.8,15.4,"South","2",483,33856.01,"",82280.25
"AR","Dallas County","862","2,284","1,401","721",16.4,43.4,26.6,13.7,"South","2",238,32514.01,"",38588.1666666667
"AR","Desha County","1,677","3,487","1,772","984",21.2,44,22.4,12.4,"South","2",555,35776.01,"",45705.9166666667
"AR","Drew County","1,744","4,150","3,414","2,420",14.9,35.4,29.1,20.6,"South","2",544,35382.01,"",88302.75
"AR","Faulkner County","6,483","22,846","22,986","22,472",8.7,30.5,30.7,30,"South","2",2871,40810.01,"Little Rock-North Little Rock-Conway",154842.75
"AR","Franklin County","2,106","4,844","3,701","1,423",17.4,40.1,30.7,11.8,"South","2",378,36717.01,"",91911.9166666667
"AR","Fulton County","1,364","3,282","3,140","1,043",15.4,37.2,35.6,11.8,"South","2",207,30380.01,"",96497.5
"AR","Garland County","8,243","22,357","26,033","14,335",11.6,31.5,36.7,20.2,"South","2",3073,36433.01,"Hot Springs",141285.666666667
"AR","Greene County","3,767","13,130","8,074","4,734",12.7,44.2,27.2,15.9,"South","2",911,37763.01,"Paragould",103915.666666667
"AR","Hempstead County","2,734","5,317","4,161","2,178",19,36.9,28.9,15.1,"South","2",521,36377.01,"Hope",67071.1666666667
"AR","Hot Spring County","3,495","9,489","7,464","3,526",14.6,39.6,31.1,14.7,"South","2",629,36034.01,"Malvern",91731.4166666667
"AR","Howard County","1,515","3,312","2,733","1,308",17.1,37.3,30.8,14.7,"South","2",371,33206.01,"",78956.5833333333
"AR","Independence County","3,577","9,016","7,804","4,754",14.2,35.8,31,18.9,"South","2",915,38616.01,"Batesville",88797.3333333333
"AR","Izard County","1,511","3,825","3,393","1,397",14.9,37.8,33.5,13.8,"South","2",266,32660.01,"",82975.0833333333
"AR","Jackson County","2,600","5,061","3,408","1,254",21.1,41.1,27.7,10.2,"South","2",441,37238.01,"",49756.5
"AR","Jefferson County","6,620","18,270","14,074","8,432",14,38.5,29.7,17.8,"South","2",2091,40921.01,"Pine Bluff",54723.1666666667
"AR","Johnson County","3,565","7,124","3,860","2,735",20.6,41.2,22.3,15.8,"South","2",501,32862.01,"",93424.5833333333
"AR","Lafayette County","909","2,055","1,192","821",18.3,41.3,24,16.5,"South","2",168,30604.01,"",43906.75
"AR","Lawrence County","1,636","4,551","3,393","1,696",14.5,40.4,30.1,15,"South","2",418,33533.01,"",59239.4166666667
"AR","Lee County","1,831","2,770","1,578","607",27,40.8,23.3,8.9,"South","2",282,34249.01,"",31706.0833333333
"AR","Lincoln County","1,910","5,127","2,259","903",18.7,50.3,22.1,8.9,"South","2",299,35026.01,"Pine Bluff",68640.8333333333
"AR","Little River County","1,041","3,758","2,989","1,003",11.8,42.7,34,11.4,"South","2",256,50578.01,"Texarkana",77551.3333333333
"AR","Logan County","2,278","6,875","4,284","1,846",14.9,45,28,12.1,"South","2",513,33198.01,"",77710.8333333333
"AR","Lonoke County","5,363","16,675","15,846","9,639",11.3,35.1,33.3,20.3,"South","2",1304,34557.01,"Little Rock-North Little Rock-Conway",135621.666666667
"AR","Madison County","2,242","5,037","2,382","1,375",20.3,45.6,21.6,12.5,"South","2",271,34698.01,"Fayetteville-Springdale-Rogers",105053.916666667
"AR","Marion County","1,636","4,583","4,091","2,148",13.1,36.8,32.8,17.2,"South","2",291,31015.01,"",112151.583333333
"AR","Miller County","4,170","10,680","9,967","4,934",14,35.9,33.5,16.6,"South","2",896,39658.01,"Texarkana",92017.5833333333
"AR","Mississippi County","5,305","10,630","8,066","3,521",19.3,38.6,29.3,12.8,"South","2",1129,51145.01,"Blytheville",49840.4166666667
"AR","Monroe County","1,168","2,199","1,205","537",22.9,43,23.6,10.5,"South","2",299,31624.01,"",42674.75
"AR","Montgomery County","1,461","2,450","2,075","722",21.8,36.5,30.9,10.8,"South","2",177,27748.01,"",94986.25
"AR","Nevada County","787","2,605","1,644","916",13.2,43.8,27.6,15.4,"South","2",203,38096.01,"Hope",38814.5833333333
"AR","Newton County","994","2,338","1,468","927",17.4,40.8,25.6,16.2,"South","2",131,26740.01,"Harrison",98148.5833333333
"AR","Ouachita County","2,412","6,958","4,675","2,671",14.4,41.6,28,16,"South","2",666,35356.01,"Camden",51993.9166666667
"AR","Perry County","1,202","2,938","2,226","858",16.6,40.7,30.8,11.9,"South","2",144,32698.01,"Little Rock-North Little Rock-Conway",80584.0833333333
"AR","Phillips County","2,665","3,709","4,236","1,729",21.6,30.1,34.3,14,"South","2",756,32651.01,"Helena-West Helena",33396.0833333333
"AR","Pike County","1,153","2,946","2,364","1,113",15.2,38.9,31.2,14.7,"South","2",264,32046.01,"",80837.3333333333
"AR","Poinsett County","3,161","7,228","4,289","1,643",19.4,44.3,26.3,10.1,"South","2",513,36652.01,"Jonesboro",61877.6666666667
"AR","Polk County","2,166","5,275","4,789","1,872",15.4,37.4,34,13.3,"South","2",513,31987.01,"",89905.5
"AR","Pope County","6,117","14,318","11,064","8,860",15.2,35.5,27.4,22,"South","2",1862,41952.01,"Russellville",116799.75
"AR","Prairie County","1,062","2,390","1,617","903",17.8,40,27.1,15.1,"South","2",259,32280.01,"",67450.6666666667
"AR","Pulaski County","25,441","69,644","80,333","90,726",9.6,26.2,30.2,34.1,"South","2",14431,49433.01,"Little Rock-North Little Rock-Conway",136477.916666667
"AR","Randolph County","2,121","4,362","4,066","1,719",17.3,35.6,33.1,14,"South","2",405,31969.01,"",86084.3333333333
"AR","Saline County","7,790","25,636","26,748","21,234",9.6,31.5,32.9,26.1,"South","2",2043,35920.01,"Little Rock-North Little Rock-Conway",159367.333333333
"AR","Scott County","1,468","2,984","1,858","631",21.1,43,26.8,9.1,"South","2",186,30842.01,"",73416
"AR","Searcy County","902","2,622","1,562","728",15.5,45.1,26.9,12.5,"South","2",180,27034.01,"",75963
"AR","Sebastian County","14,230","27,083","26,577","16,641",16.8,32,31.4,19.7,"South","2",3733,42752.01,"Fort Smith",110755.666666667
"AR","Sevier County","2,752","3,859","2,858","1,232",25.7,36.1,26.7,11.5,"South","2",320,33215.01,"",88128.6666666667
"AR","Sharp County","2,027","5,176","3,734","1,397",16.4,42,30.3,11.3,"South","2",395,28203.01,"",68649.5
"AR","Stone County","1,869","3,323","2,790","1,173",20.4,36.3,30.5,12.8,"South","2",284,29406.01,"",112345.916666667
"AR","Union County","4,129","9,543","7,769","5,638",15.2,35.2,28.7,20.8,"South","2",1310,48926.01,"El Dorado",71807.3333333333
"AR","Van Buren County","1,741","5,387","3,412","1,730",14.2,43.9,27.8,14.1,"South","2",348,35339.01,"",90589.6666666667
"AR","Washington County","20,771","36,295","35,712","45,385",15,26.3,25.8,32.8,"South","2",6147,46148.01,"Fayetteville-Springdale-Rogers",180531.5
"AR","White County","7,454","19,564","13,034","10,878",14.6,38.4,25.6,21.4,"South","2",1812,37239.01,"Searcy",119815.5
"AR","Woodruff County","943","2,008","1,202","569",20,42.5,25.5,12,"South","2",211,35700.01,"",41684.1666666667
"AR","Yell County","2,892","5,923","3,721","1,963",19.9,40.9,25.7,13.5,"South","2",427,31809.01,"Russellville",73199.8333333333
"AZ","Apache County","9,085","14,708","15,444","5,189",20.4,33.1,34.8,11.7,"West","4",603,43227.01,"",169959.25
"AZ","Cochise County","11,215","20,560","35,576","20,116",12.8,23.5,40.7,23,"West","4",2266,46053.01,"Sierra Vista-Douglas",143018.5
"AZ","Coconino County","8,515","17,604","26,746","29,254",10.4,21.4,32.6,35.6,"West","4",3384,43316.01,"Flagstaff",346133.833333333
"AZ","Gila County","5,718","11,144","14,867","7,226",14.7,28.6,38.2,18.5,"West","4",969,42024.01,"Payson",216622.5
"AZ","Graham County","3,379","7,028","9,526","3,598",14.4,29.9,40.5,15.3,"West","4",535,42646.01,"Safford",170878.333333333
"AZ","Greenlee County","658","2,155","2,433","709",11,36.2,40.9,11.9,"West","4",100,69560.01,"",86682.5833333333
"AZ","La Paz County","3,606","5,248","5,084","1,972",22.7,33,32,12.4,"West","4",359,37929.01,"",173419.833333333
"AZ","Maricopa County","354,513","634,810","923,098","899,070",12.6,22.6,32.8,32,"West","4",98802,54307.01,"Phoenix-Mesa-Scottsdale",269839.75
"AZ","Mohave County","22,957","54,288","58,539","20,104",14.7,34.8,37.6,12.9,"West","4",3726,38304.01,"Lake Havasu City-Kingman",220731.583333333
"AZ","Navajo County","11,963","20,957","25,708","11,025",17.2,30.1,36.9,15.8,"West","4",1649,39255.01,"Show Low",198965.333333333
"AZ","Pima County","79,230","152,408","230,498","216,291",11.7,22.5,34,31.9,"West","4",18634,47239.01,"Tucson",203199.25
"AZ","Pinal County","41,961","85,546","105,949","54,794",14.6,29.7,36.8,19,"West","4",3185,43034.01,"Phoenix-Mesa-Scottsdale",209946.5
"AZ","Santa Cruz County","7,127","7,957","8,006","6,138",24.4,27.2,27.4,21,"West","4",1173,49752.01,"Nogales",152105.833333333
"AZ","Yavapai County","16,623","44,214","67,706","43,270",9.7,25.7,39.4,25.2,"West","4",5693,39957.01,"Prescott",297511.333333333
"AZ","Yuma County","36,452","33,924","41,128","19,315",27.9,25.9,31.4,14.8,"West","4",3217,39299.01,"Yuma",149133.75
"CA","Alameda County","139,234","203,838","281,631","531,701",12,17.6,24.4,46,"West","4",64280,76228.01,"San Francisco-Oakland-Hayward",857178.916666667
"CA","Alpine County","87","225","237","235",11.1,28.7,30.2,30,"West","4",80,36597.01,"",374384.083333333
"CA","Amador County","2,864","8,461","12,198","5,997",9.7,28.7,41.3,20.3,"West","4",1156,44721.01,"",294380.833333333
"CA","Butte County","15,823","33,611","59,196","39,260",10.7,22.7,40,26.5,"West","4",8635,42782.01,"Chico",283876.083333333
"CA","Calaveras County","3,332","9,557","15,239","6,474",9.6,27.6,44,18.7,"West","4",1333,40239.01,"",311367.333333333
"CA","Colusa County","4,174","3,225","4,132","2,103",30.6,23.7,30.3,15.4,"West","4",850,44379.01,"",215433.25
"CA","Contra Costa County","82,574","136,610","233,998","324,337",10.6,17.6,30.1,41.7,"West","4",32671,69004.01,"San Francisco-Oakland-Hayward",682048.25
"CA","Del Norte County","3,684","6,131","6,840","2,782",19,31.5,35.2,14.3,"West","4",815,39085.01,"Crescent City",230334.916666667
"CA","El Dorado County","9,299","28,621","51,399","45,397",6.9,21.2,38.2,33.7,"West","4",5539,50359.01,"Sacramento--Roseville--Arden-Arcade",480530.5
"CA","Fresno County","147,389","136,851","188,858","123,407",24.7,22.9,31.7,20.7,"West","4",36234,44096.01,"Fresno",247048.75
"CA","Glenn County","4,426","5,058","5,956","2,484",24.7,28.2,33.2,13.9,"West","4",1193,42525.01,"",211470.333333333
"CA","Humboldt County","8,878","21,615","34,073","27,380",9.7,23.5,37.1,29.8,"West","4",5685,40672.01,"Eureka-Arcata-Fortuna",319209.25
"CA","Imperial County","33,928","26,758","32,850","15,802",31,24.5,30,14.5,"West","4",7570,40115.01,"El Centro",229441.833333333
"CA","Inyo County","1,478","3,883","4,431","3,452",11.2,29.3,33.5,26.1,"West","4",738,43966.01,"",325844.916666667
"CA","Kern County","139,584","147,239","159,525","85,752",26.2,27.7,30,16.1,"West","4",19683,46509.01,"Bakersfield",216729.416666667
"CA","Kings County","24,270","23,540","32,073","12,438",26.3,25.5,34.7,13.5,"West","4",4059,43430.01,"Hanford-Corcoran",215619.416666667
"CA","Lake County","6,872","13,951","18,247","7,324",14.8,30.1,39.3,15.8,"West","4",3202,39196.01,"Clearlake",241667.75
"CA","Lassen County","3,853","7,444","8,396","2,697",17.2,33.2,37.5,12,"West","4",723,47911.01,"Susanville",163739.75
"CA","Los Angeles County","1,460,718","1,416,482","1,790,808","2,177,481",21.3,20.7,26.2,31.8,"West","4",495918,64921.01,"Los Angeles-Long Beach-Anaheim",623588.416666667
"CA","Madera County","27,278","24,249","31,404","14,084",28.1,25,32.4,14.5,"West","4",4322,43443.01,"Madera",257142.583333333
"CA","Marin County","12,883","20,858","44,782","112,018",6.8,10.9,23.5,58.8,"West","4",12437,72662.01,"San Francisco-Oakland-Hayward",1159282.33333333
"CA","Mariposa County","1,316","3,622","5,524","3,197",9.6,26.5,40.4,23.4,"West","4",529,39900.01,"",273218.916666667
"CA","Mendocino County","8,101","15,925","22,532","15,241",13.1,25.8,36.5,24.7,"West","4",4229,40019.01,"Ukiah",383451.166666667
"CA","Merced County","48,433","40,839","46,711","22,051",30.6,25.8,29.6,14,"West","4",6692,42048.01,"Merced",262832.083333333
"CA","Modoc County","974","2,185","2,536","1,078",14.4,32.3,37.4,15.9,"West","4",371,38976.01,"",116629.25
"CA","Mono County","1,131","2,290","3,545","3,076",11.3,22.8,35.3,30.6,"West","4",640,38673.01,"",421152.833333333
"CA","Monterey County","78,816","56,133","72,422","67,157",28.7,20.4,26.4,24.5,"West","4",13940,48027.01,"Salinas",567607.25
"CA","Napa County","14,670","17,644","31,629","34,277",14.9,18,32.2,34.9,"West","4",5871,55640.01,"Napa",680806.583333333
"CA","Nevada County","4,386","13,945","29,692","27,754",5.8,18.4,39.2,36.6,"West","4",3685,45446.01,"Truckee-Grass Valley",449306.75
"CA","Orange County","320,340","368,858","604,676","857,638",14.9,17.1,28.1,39.9,"West","4",122553,62414.01,"Los Angeles-Long Beach-Anaheim",723042.916666667
"CA","Placer County","14,403","48,289","100,446","102,345",5.4,18.2,37.8,38.6,"West","4",13245,55698.01,"Sacramento--Roseville--Arden-Arcade",491637.916666667
"CA","Plumas County","874","3,638","6,528","3,390",6.1,25.2,45.2,23.5,"West","4",878,42999.01,"",246443.583333333
"CA","Riverside County","280,295","411,949","504,267","333,718",18.3,26.9,33,21.8,"West","4",65889,45097.01,"Riverside-San Bernardino-Ontario",376522.5
"CA","Sacramento County","127,852","225,825","350,480","308,126",12.6,22.3,34.6,30.4,"West","4",58999,60421.01,"Sacramento--Roseville--Arden-Arcade",365465.25
"CA","San Benito County","7,658","9,440","13,492","7,486",20.1,24.8,35.4,19.7,"West","4",1605,48428.01,"San Jose-Sunnyvale-Santa Clara",570258.333333333
"CA","San Bernardino County","272,865","352,296","436,563","270,028",20.5,26.5,32.8,20.3,"West","4",60303,46906.01,"Riverside-San Bernardino-Ontario",344212.416666667
"CA","San Diego County","286,008","409,272","680,074","848,022",12.9,18.4,30.6,38.1,"West","4",112054,61926.01,"San Diego-Carlsbad",581475.833333333
"CA","San Francisco County","79,408","84,630","131,509","394,004",11.5,12.3,19.1,57.1,"West","4",60779,118442.01,"San Francisco-Oakland-Hayward",1341756.41666667
"CA","San Joaquin County","96,905","129,211","147,635","84,486",21.1,28.2,32.2,18.4,"West","4",18060,47130.01,"Stockton-Lodi",364904.166666667
"CA","San Luis Obispo County","17,123","37,163","68,352","64,923",9.1,19.8,36.4,34.6,"West","4",10448,48180.01,"San Luis Obispo-Paso Robles-Arroyo Grande",601356.5
"CA","San Mateo County","59,339","82,174","132,756","273,630",10.8,15,24.2,49.9,"West","4",28333,126411.01,"San Francisco-Oakland-Hayward",1357304
"CA","Santa Barbara County","52,042","49,059","80,080","92,634",19,17.9,29.2,33.8,"West","4",15485,54051.01,"Santa Maria-Santa Barbara",621203.5
"CA","Santa Clara County","157,687","191,695","294,921","679,498",11.9,14.5,22.3,51.3,"West","4",73083,134664.01,"San Jose-Sunnyvale-Santa Clara",1266396.58333333
"CA","Santa Cruz County","24,323","28,222","54,710","71,610",13.6,15.8,30.6,40,"West","4",9501,51268.01,"Santa Cruz-Watsonville",821562.75
"CA","Shasta County","11,606","31,314","55,236","27,995",9.2,24.8,43.8,22.2,"West","4",7067,43866.01,"Redding",257680.916666667
"CA","Sierra County","156","620","1,118","436",6.7,26.6,48,18.7,"West","4",126,39830.01,"",201306.416666667
"CA","Siskiyou County","3,181","8,118","13,330","7,163",10,25.5,41.9,22.5,"West","4",1758,41250.01,"",192067.166666667
"CA","Solano County","36,031","69,822","115,304","78,496",12,23.3,38.5,26.2,"West","4",11620,58642.01,"Vallejo-Fairfield",432834.916666667
"CA","Sonoma County","42,831","67,183","123,081","124,873",12,18.8,34.4,34.9,"West","4",20145,54653.01,"Santa Rosa",642819.333333333
"CA","Stanislaus County","73,664","97,071","111,660","57,523",21.7,28.6,32.8,16.9,"West","4",15913,47829.01,"Modesto",308561.833333333
